text,category,word_count,char_count,clean_text
"I need my card topped up,",topping_up_by_card,6,25,i need my card topped up
What steps do I do to transfer money using my credit card?,topping_up_by_card,12,58,what step do i do to transfer money using my credit card
I topped up my account but the money isn't there now.,topping_up_by_card,11,53,i topped up my account but the money is n't there now
How can I use my credit card to transfer money?,topping_up_by_card,10,47,how can i use my credit card to transfer money
How do I use my card to top up?,topping_up_by_card,9,31,how do i use my card to top up
"I need to transfer some money, can I use my credit card?",topping_up_by_card,12,56,i need to transfer some money can i use my credit card
Why is my 'top up' not showing up in my wallet?,topping_up_by_card,11,47,why is my 'top up ' not showing up in my wallet
Can other people top up my account?,topping_up_by_card,7,35,can other people top up my account
Do the disposable cards have any restrictions on them?,disposable_card_limits,9,54,do the disposable card have any restriction on them
How many times can I use a virtual card?,disposable_card_limits,9,40,how many time can i use a virtual card
A friend was telling me about her disposable cards. What would I have to do to be able to get that feature?,disposable_card_limits,22,107,a friend wa telling me about her disposable card what would i have to do to be able to get that feature
Can I have more disposable cards?,disposable_card_limits,6,33,can i have more disposable card
"i tried using a virtual card for a hotel but it didn't work, why not",disposable_card_limits,15,68,i tried using a virtual card for a hotel but it did n't work why not
What are the guidelines for the disposable cards?,disposable_card_limits,8,49,what are the guideline for the disposable card
Do the disposable cards have a transaction limit?,disposable_card_limits,8,49,do the disposable card have a transaction limit
Can you give me the restrictions of the disposable cards?,disposable_card_limits,10,57,can you give me the restriction of the disposable card
Is there a limit on the number of times I can use a disposable card?,disposable_card_limits,15,68,is there a limit on the number of time i can use a disposable card
How many disposable cards am I allowed to have?,disposable_card_limits,9,47,how many disposable card am i allowed to have
What are the restrictions of the disposable cards?,disposable_card_limits,8,50,what are the restriction of the disposable card
What is the most amount of disposable cards allowable?,disposable_card_limits,9,54,what is the most amount of disposable card allowable
Can I get a disposable card?  How many can I have?  How often can I use them?,disposable_card_limits,17,77,can i get a disposable card how many can i have how often can i use them
What number of transactions can i do with one disposable card?,disposable_card_limits,11,62,what number of transaction can i do with one disposable card
Whats the maximum disposable virtual cards?,disposable_card_limits,6,43,whats the maximum disposable virtual card
How limited is a virtual card?,disposable_card_limits,6,30,how limited is a virtual card
What are the disposable cards restrictions?,disposable_card_limits,6,43,what are the disposable card restriction
"I need multiple cards per day, and they all have to be disposable.",disposable_card_limits,13,66,i need multiple card per day and they all have to be disposable
Is there a limit to the number of disposable cards I can have?,disposable_card_limits,13,62,is there a limit to the number of disposable card i can have
Can I have more than 2 disposable cards?,disposable_card_limits,8,40,can i have more than disposable card
What sort of restrictions are there for the disposable cards?,disposable_card_limits,10,61,what sort of restriction are there for the disposable card
What is the limit on disposable cards?,disposable_card_limits,7,38,what is the limit on disposable card
Help me create several temp cards every day.,disposable_card_limits,8,44,help me create several temp card every day
Are there any limits to using disposable virtual cards?,disposable_card_limits,9,55,are there any limit to using disposable virtual card
Are there a certain amount of transactions i can do with one disposable card?,disposable_card_limits,14,77,are there a certain amount of transaction i can do with one disposable card
What are the limitations on the disposable cards?,disposable_card_limits,8,49,what are the limitation on the disposable card
"I have a disposable card, how many transactions can I make?",disposable_card_limits,11,59,i have a disposable card how many transaction can i make
What are the policies of disposable cards?,disposable_card_limits,7,42,what are the policy of disposable card
Is there a limit on how many times I can use a disposable card?,disposable_card_limits,14,63,is there a limit on how many time i can use a disposable card
I need to make several disposable cards per day.,disposable_card_limits,9,48,i need to make several disposable card per day
What is the number of transactions I get with a disposable card?,disposable_card_limits,12,64,what is the number of transaction i get with a disposable card
How many disposable virtual cards can you have?,disposable_card_limits,8,47,how many disposable virtual card can you have
Can you tell me the restrictions for the disposable cards?,disposable_card_limits,10,58,can you tell me the restriction for the disposable card
How can many disposable cards can I have per day?,disposable_card_limits,10,49,how can many disposable card can i have per day
Could you tell me about the restrictions that are on the disposable cards?,disposable_card_limits,13,74,could you tell me about the restriction that are on the disposable card
Do the disposable cards have any restrictions?,disposable_card_limits,7,46,do the disposable card have any restriction
I need several cards per day. And I need to be able to throw away all of the cards I make.,disposable_card_limits,21,90,i need several card per day and i need to be able to throw away all of the card i make
How many times can I use my disposable card?,disposable_card_limits,9,44,how many time can i use my disposable card
With one disposable card how many transactions can i do?,disposable_card_limits,10,56,with one disposable card how many transaction can i do
Is there any limits I should know about if I'm going to use a disposable virtual card?,disposable_card_limits,17,86,is there any limit i should know about if i 'm going to use a disposable virtual card
I need a number of disposable cards everyday.,disposable_card_limits,8,45,i need a number of disposable card everyday
Are there restrictions on disposable virtual cards?,disposable_card_limits,7,51,are there restriction on disposable virtual card
Please provide me with the restrictions of the disposable cards.,disposable_card_limits,10,64,please provide me with the restriction of the disposable card
I have to make several disposable cards per day.,disposable_card_limits,9,48,i have to make several disposable card per day
Am I limited on the amount of disposable cards I can possess?,disposable_card_limits,12,61,am i limited on the amount of disposable card i can possess
how many uses are the disposable cards good for?,disposable_card_limits,9,48,how many us are the disposable card good for
Whats the maximum number of disposable cards that I can get?,disposable_card_limits,11,60,whats the maximum number of disposable card that i can get
What are some of the restrictions that the disposable cards have?,disposable_card_limits,11,65,what are some of the restriction that the disposable card have
What are the restrictions on the virtual cards?,disposable_card_limits,8,47,what are the restriction on the virtual card
How many purchases can I make with one disposable card?,disposable_card_limits,10,55,how many purchase can i make with one disposable card
Is it possible to have more than one disposable card?,disposable_card_limits,10,53,is it possible to have more than one disposable card
Can i make several disposable cardsper day?,disposable_card_limits,7,43,can i make several disposable cardsper day
What is limit of disposable cards  I can make per day?,disposable_card_limits,11,54,what is limit of disposable card i can make per day
What are the details of disposable card limitations?,disposable_card_limits,8,52,what are the detail of disposable card limitation
I need to make multiple disposable cards in a day.,disposable_card_limits,10,50,i need to make multiple disposable card in a day
How many transactions can I do with my disposable card?,disposable_card_limits,10,55,how many transaction can i do with my disposable card
Show me the amount of transactions I can do with a disposable card.,disposable_card_limits,13,67,show me the amount of transaction i can do with a disposable card
What is the maximum transactions I can use on a disposable card?,disposable_card_limits,12,64,what is the maximum transaction i can use on a disposable card
Are there any limits if I use these virtual cards?,disposable_card_limits,10,50,are there any limit if i use these virtual card
Are there any restrictions for the disposable cards that I need to be aware of?,disposable_card_limits,15,79,are there any restriction for the disposable card that i need to be aware of
Where can I find a list of descriptions the disposable cards have?,disposable_card_limits,12,66,where can i find a list of description the disposable card have
What limits are there on the virtual cards?,disposable_card_limits,8,43,what limit are there on the virtual card
What is the max amount of disposable cards I'm allowed.,disposable_card_limits,10,55,what is the max amount of disposable card i 'm allowed
What stipulations do disposable cards entail?,disposable_card_limits,6,45,what stipulation do disposable card entail
How many disposable cards per person?,disposable_card_limits,6,37,how many disposable card per person
Is there a limit to a disposable virtual card?,disposable_card_limits,9,46,is there a limit to a disposable virtual card
Why can't I use a disposable card?,disposable_card_limits,7,34,why ca n't i use a disposable card
How many transactions can I make on my disposable card?,disposable_card_limits,10,55,how many transaction can i make on my disposable card
What's the limit for disposable virtual cards?,disposable_card_limits,7,46,what 's the limit for disposable virtual card
How many active transactions can I make with a disposable card?,disposable_card_limits,11,63,how many active transaction can i make with a disposable card
Please specify any limitations that come along with disposable cards.,disposable_card_limits,10,69,please specify any limitation that come along with disposable card
Are there downsides to using a disposable virtual cards?,disposable_card_limits,9,56,are there downside to using a disposable virtual card
how many transactions can go on a disposable card?,disposable_card_limits,9,50,how many transaction can go on a disposable card
Is there a transaction limit for a disposable card?,disposable_card_limits,9,51,is there a transaction limit for a disposable card
I need more than one disposable card,disposable_card_limits,7,36,i need more than one disposable card
What is the maximum number of transactions that I can put on a disposable card?,disposable_card_limits,15,79,what is the maximum number of transaction that i can put on a disposable card
I am required to make several disposable cards every day.,disposable_card_limits,10,57,i am required to make several disposable card every day
I must make several disposable cards every day.,disposable_card_limits,8,47,i must make several disposable card every day
Where can I use a disposable card?,disposable_card_limits,7,34,where can i use a disposable card
Are there limits on the virtual cards?,disposable_card_limits,7,38,are there limit on the virtual card
How many disposable cards can you own?,disposable_card_limits,7,38,how many disposable card can you own
Can you tell me more about limits to disposable virtual cards?,disposable_card_limits,11,62,can you tell me more about limit to disposable virtual card
How many transactions can I do with a disposable card?,disposable_card_limits,10,54,how many transaction can i do with a disposable card
How many payments can I make using a virtual card?,disposable_card_limits,10,50,how many payment can i make using a virtual card
What is the maximum number of transactions I can do with a disposable card?,disposable_card_limits,14,75,what is the maximum number of transaction i can do with a disposable card
Can you tell me if there are limits to disposable virtual cards?,disposable_card_limits,12,64,can you tell me if there are limit to disposable virtual card
What are the rules for using disposable virtual cards?,disposable_card_limits,9,54,what are the rule for using disposable virtual card
What are the disposable virtual card limits?,disposable_card_limits,7,44,what are the disposable virtual card limit
How many disposable cards can I have at one time?,disposable_card_limits,10,49,how many disposable card can i have at one time
How many transactions can be made with a disposable card?,disposable_card_limits,10,57,how many transaction can be made with a disposable card
"i am not a premium customer but i want a virtual card, how do i get it",disposable_card_limits,17,70,i am not a premium customer but i want a virtual card how do i get it
I need several disposable cards made per day.,disposable_card_limits,8,45,i need several disposable card made per day
What is the maximum transactions for one disposable card?,disposable_card_limits,9,57,what is the maximum transaction for one disposable card
"For the disposable cards, what are the restrictions?",disposable_card_limits,8,52,for the disposable card what are the restriction
Are there any restrictions for the disposable cards?,disposable_card_limits,8,52,are there any restriction for the disposable card
Is there a limit on making disposable cards?,disposable_card_limits,8,44,is there a limit on making disposable card
Do the disposable cards have restrictions?,disposable_card_limits,6,42,do the disposable card have restriction
Can I do more than 10 transactions with a disposable card?,disposable_card_limits,11,58,can i do more than transaction with a disposable card
What are the disposable card limits?,disposable_card_limits,6,36,what are the disposable card limit
Is there a limit to using a disposable virtual card?,disposable_card_limits,10,52,is there a limit to using a disposable virtual card
I have a disposable virtual card. Is there a limit to how many times I can use it?,disposable_card_limits,18,82,i have a disposable virtual card is there a limit to how many time i can use it
Are there any places that I can't use the disposable cards at?,disposable_card_limits,12,62,are there any place that i ca n't use the disposable card at
Is there a limit to the number of disposable cards per day?,disposable_card_limits,12,59,is there a limit to the number of disposable card per day
How many disposable cards can I make in a day?,disposable_card_limits,10,46,how many disposable card can i make in a day
let me know how many disposable cards I can have?,disposable_card_limits,10,49,let me know how many disposable card i can have
I must make several disposable cards per day.,disposable_card_limits,8,45,i must make several disposable card per day
Can you please inform me of the restrictions for the disposable cards.,disposable_card_limits,12,70,can you please inform me of the restriction for the disposable card
Is there a limit on disposable cards?,disposable_card_limits,7,37,is there a limit on disposable card
I have to make more then a few disposable cards per day.,disposable_card_limits,12,56,i have to make more then a few disposable card per day
Are there any restrictions on the disposable cards?,disposable_card_limits,8,51,are there any restriction on the disposable card
What are my limits on disposable cards?,disposable_card_limits,7,39,what are my limit on disposable card
I would like to know what the restrictions are for the disposable cards.,disposable_card_limits,13,72,i would like to know what the restriction are for the disposable card
What is the limits on the number of disposable cards I can have?,disposable_card_limits,13,64,what is the limit on the number of disposable card i can have
what is the amount of disposable cards I can have?,disposable_card_limits,10,50,what is the amount of disposable card i can have
"On my disposable card, is there a transaction limit?",disposable_card_limits,9,52,on my disposable card is there a transaction limit
Who can request disposable cards?,disposable_card_limits,5,33,who can request disposable card
How much transactions do I get with a disposable card?,disposable_card_limits,10,54,how much transaction do i get with a disposable card
What can I and can't do with the disposable cards?,disposable_card_limits,10,50,what can i and ca n't do with the disposable card
Is there a transaction limit on a disposable card?,disposable_card_limits,9,50,is there a transaction limit on a disposable card
How many disposable  cards are available per account?,disposable_card_limits,8,53,how many disposable card are available per account
What is the number of transactions for one disposable card?,disposable_card_limits,10,59,what is the number of transaction for one disposable card
I think someone is using my card without my permission!,compromised_card,10,55,i think someone is using my card without my permission
What do I do if I detect fraudulent use on my car?,compromised_card,12,50,what do i do if i detect fraudulent use on my car
I think my account has been hacked there are charges on there I don't recognize.,compromised_card,15,80,i think my account ha been hacked there are charge on there i do n't recognize
I don't recognize some transactions.  Is someone else using it?,compromised_card,10,63,i do n't recognize some transaction is someone else using it
I just got an email in confirming my purchase with my card. I login to the mobile app on the card and found out there are several purchase were made without me aware of it. Evidently someone had stole my card information and made these fraudulent purchase. I need the transaction to be reverse and have my card suspended.,compromised_card,59,321,i just got an email in confirming my purchase with my card i login to the mobile app on the card and found out there are several purchase were made without me aware of it evidently someone had stole my card information and made these fraudulent purchase i need the transaction to be reverse and have my card suspended
How do I stop fraud to my account?,compromised_card,8,34,how do i stop fraud to my account
card is being used by someone else,compromised_card,7,34,card is being used by someone else
I think someone else is using my card.,compromised_card,8,38,i think someone else is using my card
Someone might be using my card that is not me.,compromised_card,10,46,someone might be using my card that is not me
There are strange transactions on my account.  What should I do if I think someone stole my details?,compromised_card,18,100,there are strange transaction on my account what should i do if i think someone stole my detail
I sees some suspicious spending on my credit card that I don't recall I had made. What should I do?,compromised_card,20,99,i see some suspicious spending on my credit card that i do n't recall i had made what should i do
"It looks like someone besides me ordered something with my card, what should I do?",compromised_card,15,82,it look like someone besides me ordered something with my card what should i do
There are charges on my card that I haven't purchased.,compromised_card,10,54,there are charge on my card that i have n't purchased
Someone might be using my card.  What should I do?,compromised_card,10,50,someone might be using my card what should i do
I suspect someone used my card.,compromised_card,6,31,i suspect someone used my card
Please tell me how you can stop unauthorized payments from being made on my card since on this bill I see that this has happened. There are transactions that I never made from a place I've never been to.,compromised_card,39,203,please tell me how you can stop unauthorized payment from being made on my card since on this bill i see that this ha happened there are transaction that i never made from a place i 've never been to
I think that somebody is utilizing my card without my authorization!,compromised_card,11,68,i think that somebody is utilizing my card without my authorization
"There are a few transaction that I don't recognize, I think someone managed to get my card details and use it.
",compromised_card,21,111,there are a few transaction that i do n't recognize i think someone managed to get my card detail and use it
Someone has been using my card. There are unfamiliar transactions on there. Can you freeze the card to keep this from happening?,compromised_card,22,128,someone ha been using my card there are unfamiliar transaction on there can you freeze the card to keep this from happening
What can I do if my card details where stolen from my car? I think they used my card to buy gas.,compromised_card,22,96,what can i do if my card detail where stolen from my car i think they used my card to buy gas
I want to cancel my card. I think someone else is using it.,compromised_card,13,59,i want to cancel my card i think someone else is using it
"I can't be sure, but I think that someone may be using my card.",compromised_card,14,63,i ca n't be sure but i think that someone may be using my card
What should I do if I think someone is using my card without my permission?,compromised_card,15,75,what should i do if i think someone is using my card without my permission
I believe that someone is using my card without my knowledge!,compromised_card,11,61,i believe that someone is using my card without my knowledge
There is unusual activity on my account and I believe someone took my card.,compromised_card,14,75,there is unusual activity on my account and i believe someone took my card
Someone must have found my card details as I don't recognize these transactions.,compromised_card,13,80,someone must have found my card detail a i do n't recognize these transaction
Should I order a new card before I freeze my original one?,compromised_card,12,58,should i order a new card before i freeze my original one
"I think that someone may be using my card, but I'm not sure,.",compromised_card,13,61,i think that someone may be using my card but i 'm not sure
I think someone has hacked my card!,compromised_card,7,35,i think someone ha hacked my card
My card has been compromised. I see a bunch of online shopping charges that I didn't make. I need to freeze it immediately.,compromised_card,23,123,my card ha been compromised i see a bunch of online shopping charge that i did n't make i need to freeze it immediately
I think my card has been used by somebody else since I was never in the little town where some transactions on this bill have come from. Please stop this right away.,compromised_card,32,165,i think my card ha been used by somebody else since i wa never in the little town where some transaction on this bill have come from please stop this right away
am suspicious of my card's security,compromised_card,6,35,am suspicious of my card 's security
"Someone is making transactions on my account, I think they took my card information.",compromised_card,14,84,someone is making transaction on my account i think they took my card information
I think someone stole my card number and brought stuff in different places that I have never been to. I need to suspend any further purchase on my credit card.,compromised_card,30,159,i think someone stole my card number and brought stuff in different place that i have never been to i need to suspend any further purchase on my credit card
There's a possibility that my card was compromised.,compromised_card,8,51,there 's a possibility that my card wa compromised
What should I do if I think there are unauthorized transactions?,compromised_card,11,64,what should i do if i think there are unauthorized transaction
How do I stop fraud to my card?,compromised_card,8,31,how do i stop fraud to my card
am afraid someone may have gained access to the info on my card.,compromised_card,13,64,am afraid someone may have gained access to the info on my card
My statement shows charges for things I never purchased. Were my account details stolen?,compromised_card,14,88,my statement show charge for thing i never purchased were my account detail stolen
What should I do if someone else used my card?,compromised_card,10,46,what should i do if someone else used my card
What steps can I take if someone else is using my card?,compromised_card,12,55,what step can i take if someone else is using my card
Someone might have had access to my card.,compromised_card,8,41,someone might have had access to my card
What should I do if I think someone stole my details and used my information to make some transactions?,compromised_card,19,103,what should i do if i think someone stole my detail and used my information to make some transaction
I am not sure but someone else might be using my card,compromised_card,12,53,i am not sure but someone else might be using my card
What to do if my card has been used without my permission?,compromised_card,12,58,what to do if my card ha been used without my permission
Someone used my card without my permission.,compromised_card,7,43,someone used my card without my permission
think someone is using my card with permission,compromised_card,8,46,think someone is using my card with permission
I see some transactions that I don't recognize.  I think someone stole my details.,compromised_card,14,82,i see some transaction that i do n't recognize i think someone stole my detail
How can I tell if someone else is using my card?,compromised_card,11,48,how can i tell if someone else is using my card
What do I do if I believe to be a victim of credit card fraud?,compromised_card,15,62,what do i do if i believe to be a victim of credit card fraud
"My card info was stolen, what do I do?",compromised_card,9,38,my card info wa stolen what do i do
"i didnt make these transactions, i think my card details might be stolen",compromised_card,13,72,i didnt make these transaction i think my card detail might be stolen
I have transactions that I don't recognize - I think someone is using my card.,compromised_card,15,78,i have transaction that i do n't recognize i think someone is using my card
"my card details could be stolen, as i didnt make these transactions",compromised_card,12,67,my card detail could be stolen a i didnt make these transaction
What do I do if someone used my card without my permission?,compromised_card,12,59,what do i do if someone used my card without my permission
There are transactions that I don't recognize. What do I do if I think someone is using my card?,compromised_card,19,96,there are transaction that i do n't recognize what do i do if i think someone is using my card
"Can you check about unauthorized use of my card, I think someone is using mine without my knowledge?",compromised_card,18,100,can you check about unauthorized use of my card i think someone is using mine without my knowledge
I noticed my card was used in a small town that I have never been to. Can you stop the card from being used more?,compromised_card,25,113,i noticed my card wa used in a small town that i have never been to can you stop the card from being used more
"I froze my account, but how do I order a replacement card?",compromised_card,12,58,i froze my account but how do i order a replacement card
What do I do if I think someone has used my card?,compromised_card,12,49,what do i do if i think someone ha used my card
My card was stolen and used to make several purchases. Please freeze my card so no one can use it.,compromised_card,20,98,my card wa stolen and used to make several purchase please freeze my card so no one can use it
"There are transactions that I don't remember making, i think someone might have gotten my card details and is now using it.",compromised_card,22,123,there are transaction that i do n't remember making i think someone might have gotten my card detail and is now using it
My card information seems to have been stolen! I don't know where these transactions came from and I've never even been to the city where they were made. I need my card blocked ASAP so this person can't keep using my card.,compromised_card,42,222,my card information seems to have been stolen i do n't know where these transaction came from and i 've never even been to the city where they were made i need my card blocked asap so this person ca n't keep using my card
"My card was used without my permission, what do I do?",compromised_card,11,53,my card wa used without my permission what do i do
What do I do if I think someone has used my card without permission? I can see a few transactions I don't recognize.,compromised_card,23,116,what do i do if i think someone ha used my card without permission i can see a few transaction i do n't recognize
Questionable transactions on my account.,compromised_card,5,40,questionable transaction on my account
I have some transactions on my account I did not make. Can you cancel my card and prevent further use.,compromised_card,20,102,i have some transaction on my account i did not make can you cancel my card and prevent further use
Someone besides me might be using my card.,compromised_card,8,42,someone besides me might be using my card
Someone hacked into my cards account.,compromised_card,6,37,someone hacked into my card account
How do I report fraud on my card?,compromised_card,8,33,how do i report fraud on my card
How do I report possible fraudulent activity on my account?,compromised_card,10,59,how do i report possible fraudulent activity on my account
Someone else might be using my card without my permission.,compromised_card,10,58,someone else might be using my card without my permission
My card must have used my card as there are some transactions that I haven't done myself..,compromised_card,17,90,my card must have used my card a there are some transaction that i have n't done myself
How do I order a replacement for stolen card?,compromised_card,9,45,how do i order a replacement for stolen card
"i dont recognise some of these transactions, i think someone has my card details",compromised_card,14,80,i dont recognise some of these transaction i think someone ha my card detail
Somebody used my card without my knowledge!,compromised_card,7,43,somebody used my card without my knowledge
I think my card has been compromised in some way.,compromised_card,10,49,i think my card ha been compromised in some way
What should I do if I think that someone might be using me card?,compromised_card,14,64,what should i do if i think that someone might be using me card
"I might be paranoid, but someone may be using my card.",compromised_card,11,54,i might be paranoid but someone may be using my card
My wallet was stolen and all my credit cards were in there.  HELP?!!?,compromised_card,13,69,my wallet wa stolen and all my credit card were in there help
There are fraudulent charges that I didn't make on my card. Can you please put in the safeguards necessary to stop this from happening anymore?,compromised_card,25,143,there are fraudulent charge that i did n't make on my card can you please put in the safeguard necessary to stop this from happening anymore
The card has suffered a security breach.,compromised_card,7,40,the card ha suffered a security breach
My card data has been exposed.,compromised_card,6,30,my card data ha been exposed
"There are transactions that I did not make on my account, I think someone has my information.",compromised_card,17,93,there are transaction that i did not make on my account i think someone ha my information
I think someone may be using my card.,compromised_card,8,37,i think someone may be using my card
I didn't make these transactions. Is someone else using my card?,compromised_card,11,64,i did n't make these transaction is someone else using my card
I can use this card at which ATMs?,atm_support,8,34,i can use this card at which atm
Can I use the card at any cash machine?,atm_support,9,39,can i use the card at any cash machine
What locations can I get money from?,atm_support,7,36,what location can i get money from
What ATMs take this card?,atm_support,5,25,what atm take this card
Which ATM's can I use to make a withdrawal?,atm_support,9,43,which atm 's can i use to make a withdrawal
Do all ATMs accept this card?,atm_support,6,29,do all atm accept this card
Will this card work at any ATM?,atm_support,7,31,will this card work at any atm
Which ATMs am I allowed to get money from?,atm_support,9,42,which atm am i allowed to get money from
Where is the closest ATM to me?,atm_support,7,31,where is the closest atm to me
Which ATMs accept this bill of fare ?,atm_support,8,37,which atm accept this bill of fare
Do I have to use a bank approved ATM to withdraw money?,atm_support,12,55,do i have to use a bank approved atm to withdraw money
How do I withdraw money?,atm_support,5,24,how do i withdraw money
Can I use this card at any ATM?,atm_support,8,31,can i use this card at any atm
What locations allow me to withdraw money?,atm_support,7,42,what location allow me to withdraw money
What ATMs accept my card?,atm_support,5,25,what atm accept my card
Can I use my card to withdraw from my account?,atm_support,10,46,can i use my card to withdraw from my account
Can you tell me where I can withdraw money?,atm_support,9,43,can you tell me where i can withdraw money
What kind of ATMs would this card be accepted at?,atm_support,10,49,what kind of atm would this card be accepted at
Are there specific ATM's that I can draw money from?,atm_support,10,52,are there specific atm 's that i can draw money from
Where can money withdrawals be made?,atm_support,6,36,where can money withdrawal be made
Do I have to use bank approved ATM's,atm_support,8,36,do i have to use bank approved atm 's
Where can I find Mastercard ATMs?,atm_support,6,33,where can i find mastercard atm
What ATMs can I use my card at?,atm_support,8,31,what atm can i use my card at
What ATM machines allow this card?,atm_support,6,34,what atm machine allow this card
Where can I do a cash withdrawal?,atm_support,7,33,where can i do a cash withdrawal
Where should I withdraw money from?,atm_support,6,35,where should i withdraw money from
Where are the ATMs that accept this card?,atm_support,8,41,where are the atm that accept this card
Is there a way to find an ATM around me?,atm_support,10,40,is there a way to find an atm around me
Will any ATM's decline my card?,atm_support,6,31,will any atm 's decline my card
What ATMs can I use my card?,atm_support,7,28,what atm can i use my card
What cash stations take this card?,atm_support,6,34,what cash station take this card
"
At which ATMs can I use this card?",atm_support,8,35,at which atm can i use this card
Please provide me a list of ATMs that accept my card.,atm_support,11,53,please provide me a list of atm that accept my card
Can I use my card at an ATM?,atm_support,8,28,can i use my card at an atm
Where is the closest ATM I can use?,atm_support,8,35,where is the closest atm i can use
Where is the nearest Mastercard ATM?,atm_support,6,36,where is the nearest mastercard atm
Where can I get money from my card?,atm_support,8,35,where can i get money from my card
How can I find an ATM that accepts this card?,atm_support,10,45,how can i find an atm that accepts this card
I need an ATM right now!,atm_support,6,24,i need an atm right now
Which ATMs accept Mastercard?,atm_support,4,29,which atm accept mastercard
What is the closest ATM?,atm_support,5,24,what is the closest atm
What ATMs use this card?,atm_support,5,24,what atm use this card
What ATMs can I use this card?,atm_support,7,30,what atm can i use this card
Can I get money out of any machine?,atm_support,8,35,can i get money out of any machine
Is the closest ATM to me within 2 miles?,atm_support,9,40,is the closest atm to me within mile
I need to withdraw money. Where can I do that?,atm_support,10,46,i need to withdraw money where can i do that
Can I use my card in another institutions ATM?,atm_support,9,46,can i use my card in another institution atm
Where is a ATM that accepts Mastercard?,atm_support,7,39,where is a atm that accepts mastercard
Where are the Mastercard ATMs?,atm_support,5,30,where are the mastercard atm
Where can I withdraw money from?,atm_support,6,32,where can i withdraw money from
"
Where can I withdraw money from?",atm_support,6,33,where can i withdraw money from
Can I use a different bank ATM than my own?,atm_support,10,43,can i use a different bank atm than my own
need to know places i can withdraw money,atm_support,8,40,need to know place i can withdraw money
The card can be used at which ATMs?,atm_support,8,35,the card can be used at which atm
What's the closest place to withdraw money?,atm_support,7,43,what 's the closest place to withdraw money
Is there a list of ATMs that take this card?,atm_support,10,44,is there a list of atm that take this card
Is there a Mastercard ATM nearby?,atm_support,6,33,is there a mastercard atm nearby
Am I limited to what ATM I can use my card?,atm_support,11,43,am i limited to what atm i can use my card
how do I know where I can get money withdrawn?,atm_support,10,46,how do i know where i can get money withdrawn
Tell me what ATMs take this card.,atm_support,7,33,tell me what atm take this card
Where are the ATMs that I can use Mastercard?,atm_support,9,45,where are the atm that i can use mastercard
Where is an ATM?,atm_support,4,16,where is an atm
Which locations can I withdraw money from?,atm_support,7,42,which location can i withdraw money from
Can this card be used at all ATMs?,atm_support,8,34,can this card be used at all atm
Are there any ATM's near me that accept this card?,atm_support,10,50,are there any atm 's near me that accept this card
I need help from someone in your department with finding my nearest ATM.,atm_support,13,72,i need help from someone in your department with finding my nearest atm
what are the locations i can withdraw money,atm_support,8,43,what are the location i can withdraw money
Which ATMs accept this circuit board ?,atm_support,7,38,which atm accept this circuit board
How many ATMs will take this card?,atm_support,7,34,how many atm will take this card
What ATMs can I use this card at?,atm_support,8,33,what atm can i use this card at
Is this card accepted by ATMs?,atm_support,6,30,is this card accepted by atm
Are there only certain ATM machines where I can use this card?,atm_support,12,62,are there only certain atm machine where i can use this card
Where can I find a Mastercard ATM?,atm_support,7,34,where can i find a mastercard atm
Tell me what ATMs use this card.,atm_support,7,32,tell me what atm use this card
Which ATMs take the card?,atm_support,5,25,which atm take the card
How far is the closest ATM from me?,atm_support,8,35,how far is the closest atm from me
Can you tell me the ATMs I can use with my card?,atm_support,12,48,can you tell me the atm i can use with my card
Where is a Mastercard ATM?,atm_support,5,26,where is a mastercard atm
I need to know where I can withdraw money.,atm_support,9,42,i need to know where i can withdraw money
Are there specific ATM's I can use with this card?,atm_support,10,50,are there specific atm 's i can use with this card
Where can I find an ATM?,atm_support,6,24,where can i find an atm
How can I tell if an AMT will take this card?,atm_support,11,45,how can i tell if an amt will take this card
How do I know it is a Mastercard ATM?,atm_support,9,37,how do i know it is a mastercard atm
"ATMs, which ones will accept this card?",atm_support,7,39,atm which one will accept this card
What ATM locations are near me?,atm_support,6,31,what atm location are near me
What ATM accepts Mastercard?,atm_support,4,28,what atm accepts mastercard
Can I withdraw from any ATM?,atm_support,6,28,can i withdraw from any atm
"Hi, i found a large amount payment in my old statements which i am sure was not made by me. I am aware that the time has passed but is there a way to raise a dispute for this payment now?",direct_debit_payment_not_recognised,41,187,hi i found a large amount payment in my old statement which i am sure wa not made by me i am aware that the time ha passed but is there a way to raise a dispute for this payment now
what is the word?,direct_debit_payment_not_recognised,4,17,what is the word
Please help my find out why there is an odd direct debit in my records.,direct_debit_payment_not_recognised,15,71,please help my find out why there is an odd direct debit in my record
I am seeing in the App a diret debit that its not mine,direct_debit_payment_not_recognised,13,54,i am seeing in the app a diret debit that it not mine
There is a direct debit payment that I did not make.,direct_debit_payment_not_recognised,11,52,there is a direct debit payment that i did not make
There is a strange charge on my debit statement,direct_debit_payment_not_recognised,9,47,there is a strange charge on my debit statement
There is a Direct Debit that looks suspicious.,direct_debit_payment_not_recognised,8,46,there is a direct debit that look suspicious
Is there a way for you to find out why my account was deducted from a seller when I didn't approve of it?,direct_debit_payment_not_recognised,23,105,is there a way for you to find out why my account wa deducted from a seller when i did n't approve of it
Why is there a direct debit payment on my statement that I didn't do?,direct_debit_payment_not_recognised,14,69,why is there a direct debit payment on my statement that i did n't do
